year,sex,age,cohort,p10_guv,p25_guv,p50_guv,p75_guv,n,p10_epuf,p25_epuf,p50_epuf,p75_epuf,p10_cens,p25_cens,p50_cens,p75_cens,gap_p10,gap_p25,gap_p50,gap_p75
1997,2,43,1979,7690.204,15396.68,27820.88,44804.15,15736,6915.894966404881,14781.030418394746,27799.18564927452,45292.33174076922,False,False,False,False,-0.10612493046218889,-0.040807271595629455,-0.0007800908385272191,0.010836971855012199
1998,2,44,1979,8144.439,16641.46,29269.92,46515.62,15895,7267.014449240007,15610.623631700755,29068.057796960027,47235.59392006005,False,False,False,False,-0.11398982310164982,-0.06394548741778734,-0.006920466437432597,0.015359546705093131
1999,2,45,1979,8294.356,17278.36,29746.42,47923.98,15920,7957.489828627789,16047.60448773271,30238.4613487856,48673.312785106646,False,False,False,False,-0.041461681536421865,-0.0738952661286026,0.016405880077394918,0.015514882343605225
2000,2,46,1979,8733.141,17585.33,30523.94,49097.88,15996,7893.340711158158,16821.8736467305,30796.968676321994,49559.82774382909,False,False,False,False,-0.10110564291776693,-0.04438498942343695,0.008904971776973036,0.009364724366334442
2001,2,47,1979,8803.954,17972.25,31114.07,50014.33,15846,8251.722998489426,17392.093089123864,31737.396148036252,50906.78342145015,False,False,False,False,-0.06477891191022404,-0.032813218863594985,0.019835546355687083,0.017686619887288202
2002,2,48,1979,8683.526,18104.88,31844.19,51296.94,15613,8392.905885366934,17662.68253487668,32444.218273284114,52111.17684048723,False,False,False,False,-0.03404085581464323,-0.024727432634844344,0.01866730608320649,0.01574835116573869
2003,2,49,1979,8337.039,17954.05,31646.84,51592.11,15414,8107.331110400585,17811.56077284977,32920.677842232675,53066.167268076555,False,False,False,False,-0.02793938965648579,-0.007967988128446199,0.03946266460366388,0.02817082010113019
2004,2,50,1979,8356.038,18195.49,32021.09,52544.23,15316,8154.57231084802,17988.0271562824,33337.81032964338,54084.001649889076,False,False,False,False,-0.024405601638437264,-0.01146738258077379,0.04029744997710305,0.02888313289837568
2005,2,51,1979,7584.07,17001.79,31737.24,52831.41,15094,8394.86240123129,17955.6779137447,33229.66367154052,54216.819674618746,False,False,False,False,0.10156990496516097,0.05458775059983865,0.04595220629010031,0.025885286203289722
2006,2,52,1979,7098.43,17200.55,31798.18,53605.01,14852,8516.821670238258,18282.777185444796,33613.056191873664,54621.2163117947,False,False,False,False,0.18216959500938115,0.061018119239765314,0.05550551318783596,0.018779850555463756
1980,2,25,1980,4740.428,10045.89,18961.71,27361.42,14372,4647.478284596844,10273.373050161445,19079.121378871256,27395.661467097187,False,False,False,False,-0.01980265887797386,0.022391811591997348,0.006172933001000428,0.0012506682475783484
1981,2,26,1980,4872.49,10375.93,19586.51,28803.82,14088,4715.31268264173,10328.780161977123,19759.405527260584,28740.953494197212,False,False,False,False,-0.032789869603360666,-0.004554511428430167,0.008788543247317057,-0.0021849605792536877
1982,2,27,1980,5096.333,10826.78,20353.41,30590.77,13578,4894.182343283287,10852.317369889028,20640.682056455604,30641.837279686668,False,False,False,False,-0.040474038639809765,0.0023559451083553264,0.014015520019991914,0.0016679770401785705
1983,2,28,1980,5034.947,10943.05,20953.78,31886.63,13468,4896.220296231675,10812.486487511615,21216.954617003925,31825.431925505887,False,False,False,False,-0.027939460456201916,-0.01200292900951042,0.012481548449602068,-0.0019210834327395671
1984,2,29,1980,4776.697,10919.57,21174.72,33322.87,13715,4914.297200497041,11008.025729113371,21622.90768218698,33220.649075359994,False,False,False,False,0.028399449165918054,0.00806802624662477,0.020945276245771752,-0.0030723053564395628
